international conference on conceptual structures,Antonio Laganà
international conference on communications,Zhi Tian
Computers & Graphics,Rauf Izmailov
Computers & Graphics,Alexander Vladimirov
data and knowledge engineering,Xingsi Xue
data and knowledge engineering,Yuping Wang
The Computer Journal,Alexander Gammerman
The Computer Journal,Vladimir Vovk
Discrete Mathematics,Kung-Jui Pai
Discrete Mathematics,Jou-Ming Chang
Discrete Mathematics,Yue-Li Wang
application specific systems architectures and processors,Tirath Ramdas
application specific systems architectures and processors,Gregory K. Egan
application specific systems architectures and processors,David Abramson
application specific systems architectures and processors,Kim K. Baldridge
Computing and Informatics \/ Computers and Artificial Intelligence,Ephraim Nissan
international symposium on information theory,Yihong Wu
international symposium on information theory,Sergio Verdu
IEEE Transactions on Circuits and Systems I-regular Papers,Chun Jason Xue
IEEE Transactions on Circuits and Systems I-regular Papers,Zhiping Jia
IEEE Transactions on Circuits and Systems I-regular Papers,Zili Shao
IEEE Transactions on Circuits and Systems I-regular Papers,Meng Wang
IEEE Transactions on Circuits and Systems I-regular Papers,Edwin Hsing-Mean Sha
arXiv: Human-Computer Interaction,Allan Oliveira
arXiv: Human-Computer Interaction,Regina Borges de Araujo
australasian computer-human interaction conference,John Murphy
australasian computer-human interaction conference,Jesper Kjeldskov
australasian computer-human interaction conference,Steve Howard
australasian computer-human interaction conference,Graeme G. Shanks
australasian computer-human interaction conference,Elizabeth A Hartnell-Young
computer science logic,Tobias Löw
computer science logic,Thomas Streicher
international conference on acoustics, speech, and signal processing,Aniruddha Sinha
international conference on acoustics, speech, and signal processing,Gaurav Agarwal
international conference on acoustics, speech, and signal processing,Alwin Anbu
ACM Transactions on Asian Language Information Processing,Fei Huang
ACM Transactions on Asian Language Information Processing,Stephan Vogel
ACM Transactions on Asian Language Information Processing,Alex Waibel
computer software and applications conference,Weider D. Yu
computer software and applications conference,Ellora Nayak
software engineering, artificial intelligence, networking and parallel/distributed computing,Hiroki Nomiya
software engineering, artificial intelligence, networking and parallel/distributed computing,Atsushi Morikuni
software engineering, artificial intelligence, networking and parallel/distributed computing,Teruhisa Hochin
intelligent robots and systems,Yuji Yamakawa
intelligent robots and systems,Akio Namiki
intelligent robots and systems,Masatoshi Ishikawa
Social Choice and Welfare,Leonardo Gasparini
multiple criteria decision making,Saúl Zapotecas Martínez
multiple criteria decision making,Carlos A. Coello Coello
adaptive agents and multi agents systems,David Sarne
adaptive agents and multi agents systems,Simon Shamoun
adaptive agents and multi agents systems,Eli Rata
Advances in Adaptive Data Analysis,Arnab Roy
Advances in Adaptive Data Analysis,John F. Doherty
local computer networks,Weifa Liang
local computer networks,Wenzheng Xu
local computer networks,Xiaojiang Ren
local computer networks,Xiaohua Jia
local computer networks,Xiaola Lin
Computers & Chemical Engineering,Subanatarajan Subbiah
Computers & Chemical Engineering,Thomas Tometzki
Computers & Chemical Engineering,Sebastian Panek
Computers & Chemical Engineering,Sebastian Engell
Sigplan Notices,Roger G. Stone
acm multimedia,Bin Gao
acm multimedia,Tie-Yan Liu
acm multimedia,Tao Qin
acm multimedia,Xin Zheng
acm multimedia,Qiansheng Cheng
acm multimedia,Wei-Ying Ma
mexican international conference on artificial intelligence,Jorge Cervantes-Ojeda
mexican international conference on artificial intelligence,María del Carmen Gómez-Fuentes
algebraic methodology and software technology,Till Mossakowski
Journal of Symbolic Logic,Hajnal Andréka
Journal of Symbolic Logic,Steven Givant
Journal of Symbolic Logic,István Németi
database and expert systems applications,Marielba Zacarias
database and expert systems applications,Artur Caetano
database and expert systems applications,Rodrigo Magalhaes
database and expert systems applications,Helena Sofia Pinto
database and expert systems applications,José Tribolet
International Journal of Foundations of Computer Science,Matteo Cavaliere
International Journal of Foundations of Computer Science,Vincenzo Deufemia
Mathematics of Computation,Yen-Hsi Richard Tsai
Mathematics of Computation,Yoshikazu Giga
Mathematics of Computation,Stanley Osher
Journal of Intelligent and Robotic Systems,R. Shoureshi
Journal of Intelligent and Robotic Systems,Michael Momot
Journal of Intelligent and Robotic Systems,Owen Robert Mitchell
Journal of Intelligent and Robotic Systems,John T. Feddema
IEEE Transactions on Communications,Ni Ding
IEEE Transactions on Communications,Parastoo Sadeghi
IEEE Transactions on Communications,Rodney A. Kennedy
international conference on parallel and distributed systems,Andres Marquez
international conference on parallel and distributed systems,Joseph B. Manzano
international conference on parallel and distributed systems,Shuaiwen Leon Song
international conference on parallel and distributed systems,Benoît Meister
international conference on parallel and distributed systems,Sunil Shrestha
international conference on parallel and distributed systems,Tom St. John
international conference on parallel and distributed systems,Guang R. Gao
international joint conference on artificial intelligence,Rong Zhou
international joint conference on artificial intelligence,Eric A. Hansen
Advances in Complex Systems,Antonio Scialdone
Advances in Complex Systems,Mario Nicodemi
Bell Labs Technical Journal,William L. Fithen
Bell Labs Technical Journal,Shawn V. Hernan
Bell Labs Technical Journal,Paul F. O'Rourke
Bell Labs Technical Journal,David A. Shinberg
symposium on applied computational intelligence and informatics,Ioana Sora
symposium on applied computational intelligence and informatics,Doru Todinca
australasian conference on information security and privacy,Zhe Liu
australasian conference on information security and privacy,Johann Groβschädl
australasian conference on information security and privacy,Lin Li
australasian conference on information security and privacy,Qiuliang Xu
european symposium on algorithms,Martin Hoefer
european symposium on algorithms,Alexander Souza
IEEE Transactions on Fuzzy Systems,Xiao Jun Zeng
IEEE Transactions on Fuzzy Systems,John A. Keane
arXiv: Machine Learning,Siamak Ravanbakhsh
arXiv: Machine Learning,Barnabás Póczos
arXiv: Machine Learning,Jeff G. Schneider
arXiv: Machine Learning,Dale Schuurmans
arXiv: Machine Learning,Russell Greiner
Journal of Scientific Computing,K. van den Doel
Journal of Scientific Computing,Uri M. Ascher
Journal of Scientific Computing,A. Leitão
Journal of Computational Physics,Matthew T. Calef
Journal of Computational Physics,Erin D. Fichtl
Journal of Computational Physics,James S. Warsa
Journal of Computational Physics,Markus Berndt
Journal of Computational Physics,Neil N. Carlson
international conference on pervasive services,Ichiro Satoh
Wireless Personal Communications,Neetesh Saxena
Wireless Personal Communications,Jaya Thomas
Wireless Personal Communications,Narendra S. Chaudhari
Proceedings of SPIE,Vishal Monga
Proceedings of SPIE,Raja Bala
Proceedings of SPIE,Claude S. Fillion
intelligent robots and systems,Blake Hannaford
intelligent robots and systems,Pierre-Henry Marbot
intelligent robots and systems,Manuel Moreyra
intelligent robots and systems,Steven C. Venema
international conference on acoustics, speech, and signal processing,Gustav Eje Henter
international conference on acoustics, speech, and signal processing,Srikanth Ronanki
international conference on acoustics, speech, and signal processing,Oliver Watts
international conference on acoustics, speech, and signal processing,Mirjam Wester
international conference on acoustics, speech, and signal processing,Zhizheng Wu
international conference on acoustics, speech, and signal processing,Simon King
Monthly Notices of the Royal Astronomical Society,A. G. Basden
Monthly Notices of the Royal Astronomical Society,F. Assemat
Monthly Notices of the Royal Astronomical Society,T. Butterley
Monthly Notices of the Royal Astronomical Society,Deli Geng
Monthly Notices of the Royal Astronomical Society,Christopher D. Saunter
Monthly Notices of the Royal Astronomical Society,Richard W. Wilson
NeuroImage,Corey M. McCann
NeuroImage,Peter Waterman
NeuroImage,Jose-Luiz Figueiredo
NeuroImage,Elena Aikawa
NeuroImage,Ralph Weissleder
NeuroImage,John W. Chen
Automatica,Göran Andersson
international conference on engineering of complex computer systems,Luca Cavallaro
international conference on engineering of complex computer systems,Elisabetta Di Nitto
international conference on engineering of complex computer systems,Carlo A. Furia
international conference on engineering of complex computer systems,Matteo Pradella
Lecture Notes in Computer Science,Cristopher Moore
Lecture Notes in Computer Science,Gabriel Istrate
Lecture Notes in Computer Science,Demetrios D. Demopoulos
Lecture Notes in Computer Science,Moshe Y. Vardi
supercomputing conference,Ping-Kang Hsiung
supercomputing conference,Robert Thibadeau
supercomputing conference,Christopher B. Cox
supercomputing conference,Robert H. P. Dunn
asia-pacific services computing conference,Rui Zhang
asia-pacific services computing conference,Yueqi Zhou
asia-pacific services computing conference,Lin Li
asia-pacific services computing conference,Chengming Zou
international world wide web conferences,Stephan Seufert
international world wide web conferences,Patrick Ernst
international world wide web conferences,Srikanta J. Bedathur
international world wide web conferences,Sarath Kumar Kondreddi
international world wide web conferences,Klaus Berberich
international world wide web conferences,Gerhard Weikum
international symposium on neural networks,Xiaodong Gu
international symposium on neural networks,Liming Zhang
international symposium on neural networks,Daoheng Yu
international conference on image processing,Stepan Tulyakov
international conference on image processing,Tae Hee Lee
international conference on image processing,Hee-chul Han
design, automation, and test in europe,Mohammad Nasim Imtiaz Khan
design, automation, and test in europe,Anirudh Iyengar
design, automation, and test in europe,Swaroop Ghosh
international conference on data mining,Shah Atiqur Rahman
international conference on data mining,Yuxiao Huang
international conference on data mining,Jan Claassen
international conference on data mining,Samantha Kleinberg
Web Intelligence and Agent Systems: An International Journal,Koichi Moriyama
Journal of Computational and Applied Mathematics,Özgür Armaneri
Journal of Computational and Applied Mathematics,Güzin Özdağoğlu
Journal of Computational and Applied Mathematics,Özgür Yalçınkaya
user interface software and technology,Dean F. Jerding
user interface software and technology,John T. Stasko
Information Sciences,Jiachen Yang
Information Sciences,Huanling Wang
Information Sciences,Wen Lu
Information Sciences,Baihua Li
Information Sciences,Atta Badiid
Information Sciences,Qinggang Meng
conference on information and knowledge management,Giridhar Kumaran
conference on information and knowledge management,James Allan
conference on decision and control,Tiago Roux Oliveira
conference on decision and control,Alessandro Jacoud Peixoto
conference on decision and control,Liu Hsu
Discrete Applied Mathematics,S. Pirzada
Discrete Applied Mathematics,Mushtaq Ahmad Bhat
Computer-aided Design,Sergei Azernikov
Computer-aided Design,Anath Fischer
Physical Review A,Hoi-Kwong Lo
pervasive technologies related to assistive environments,Joe Sanford
pervasive technologies related to assistive environments,Isura Ranatunga
pervasive technologies related to assistive environments,Dan O. Popa
IEEE Transactions on Communications,Ohara Kerusauskas Rayel
IEEE Transactions on Communications,Glauber Gomes de Oliveira Brante
IEEE Transactions on Communications,Joao Luiz Rebelatto
IEEE Transactions on Communications,Richard Demo Souza
IEEE Transactions on Communications,Muhammad Ali Imran
Information Sciences,Vladimír Janiš
Information Sciences,Branimir Šešelja
Information Sciences,Andreja Tepavčević
IEEE Transactions on Image Processing,Soo-Chang Pei
IEEE Transactions on Image Processing,Lin-Gwo Liou
International Journal of Security and Networks,Yixin Jiang
International Journal of Security and Networks,Chuang Lin
International Journal of Security and Networks,Minghui Shi
International Journal of Security and Networks,Xuemin Sherman Shen
Signal Processing,Feng Lian
Signal Processing,Jing Liu
Signal Processing,Chongzhao Han
vehicular technology conference,Zhengguang Zheng
vehicular technology conference,Lilin Dan
vehicular technology conference,Yue Xiao
vehicular technology conference,Gang Wu
vehicular technology conference,Su Hu
international conference on communications,Fulvio Babich
international conference on communications,Guido Montorsi
international conference on communications,Francesca Vatta
IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences,Qin Liu
IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences,Yiqing Huang
IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences,Satoshi Goto
IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences,Takeshi Ikenaga
conference on current trends in theory and practice of informatics,Patrick Healy
conference on current trends in theory and practice of informatics,Karol Lynch
international conference on electronics, communications, and computers,Pedro Martinez Galaviz
international conference on electronics, communications, and computers,Arturo Rojas Lopez
international conference on electronics, communications, and computers,Maria Josefa Somodevilla Garcia
international conference on electronics, communications, and computers,I. Torres
Mathematical Programming,Hiroshi Hirai
technical symposium on computer science education,Renée A. McCauley
Microelectronics Journal,Lei Gu
Microelectronics Journal,Zhengzheng Wu
Microelectronics Journal,Xinxin Li
international symposium on biomedical imaging,Xiao Long Wu
international symposium on biomedical imaging,Jiading Gai
international symposium on biomedical imaging,Fan Lam
international symposium on biomedical imaging,Maojing Fu
international symposium on biomedical imaging,Justin P. Haldar
international symposium on biomedical imaging,Yue Zhuo
international symposium on biomedical imaging,Zhi Pei Liang
international symposium on biomedical imaging,Wen Mei W Hwu
international symposium on biomedical imaging,Bradley P. Sutton
Computers & Mathematics With Applications,Shirley Abelman
Computers & Mathematics With Applications,Herven Abelman
foundations of software engineering,Xuan Li
foundations of software engineering,Zerui Wang
foundations of software engineering,Qianxiang Wang
foundations of software engineering,Shoumeng Yan
foundations of software engineering,Tao Xie
foundations of software engineering,Hong Mei
personal, indoor and mobile radio communications,Mattias Lampe
personal, indoor and mobile radio communications,Hermann Rohling
personal, indoor and mobile radio communications,Wolfgang Zirwas
Computers & Industrial Engineering,Chuan Yue
rough sets and knowledge technology,Andrzej Skowron
rough sets and knowledge technology,Sheela Ramanna
rough sets and knowledge technology,James F. Peters
hawaii international conference on system sciences,Deepinder S. Bajwa
hawaii international conference on system sciences,L. Lewis
hawaii international conference on system sciences,Graham Pervan
Advances in Engineering Software,Tomáš Kozubek
Advances in Engineering Software,Vít Vondrák
Advances in Engineering Software,Martin Menšík
Advances in Engineering Software,David Horák
Advances in Engineering Software,Zdeněk Dostál
Advances in Engineering Software,Václav Hapla
Advances in Engineering Software,Pavla Kabelíková
Advances in Engineering Software,Martin Čermák
nasa formal methods,Silvia Bonfanti
nasa formal methods,Marco Carissoni
nasa formal methods,Angelo Michele Gargantini
nasa formal methods,Atif Mashkoor
international conference on robotics and automation,Dayton Clark
Information & Software Technology,James J. Jiang
Information & Software Technology,Gary Klein
Information & Software Technology,Joseph L. Balloun
Information & Software Technology,Suzanne M. Crampton
non-monotonic reasoning,Paul E. Dunne
international conference on cryptology in india,Lakshmi Kuppusamy
international conference on cryptology in india,Jothi Rangasamy
international conference on conceptual structures,Mustafa Murat Inceoglu
international conference on conceptual structures,Burak Galip Aslan
IEEE Transactions on Wireless Communications,Dingzhu Wen
IEEE Transactions on Wireless Communications,Guanding Yu
IEEE Transactions on Wireless Communications,Rongpeng Li
IEEE Transactions on Wireless Communications,Yan Chen
IEEE Transactions on Wireless Communications,Geoffrey Ye Li
Computers & Industrial Engineering,Yidong Peng
Computers & Industrial Engineering,Xiuli Qu
Computers & Industrial Engineering,Jing Shi
international conference on social computing,John B. Nelson
international conference on social computing,William G. Kennedy
international conference on social computing,Frank Krueger
foundations of computer science,Arnon Avron
foundations of computer science,Anna Zamansky
international geoscience and remote sensing symposium,Jouni Pulliainen
international geoscience and remote sensing symposium,Pertti Hari
international geoscience and remote sensing symposium,Martti Hallikainen
international geoscience and remote sensing symposium,Niina Patrikainen
international geoscience and remote sensing symposium,Martti Perämäki
international geoscience and remote sensing symposium,Pasi Kolari
international conference on robot communication and coordination,Antonio Franchi
international conference on robot communication and coordination,Luigi Freda
international conference on robot communication and coordination,Giuseppe Oriolo
international conference on robot communication and coordination,Marilena Vendittelli
european conference on circuit theory and design,Sébastien Darfeuille
european conference on circuit theory and design,Christophe Kelma
computer software and applications conference,Rolf Kluge
computer software and applications conference,Thomas Hering
computer software and applications conference,Roman Belter
computer software and applications conference,Bogdan Franczyk
Pattern Recognition,Kyoung Sig Roh
Pattern Recognition,In So Kweon
systems, man and cybernetics,Magdi A. Mohamed
systems, man and cybernetics,Weimin Xiao
personal, indoor and mobile radio communications,Rahma Bouraoui
personal, indoor and mobile radio communications,Hichem Besbes
international conference on software engineering,Mohammad Tanhaei
international conference on software engineering,Shahrouz Moaven
international conference on software engineering,Jafar Habibi
international conference on software engineering,Hamed Ahmadi
international conference on acoustics, speech, and signal processing,Simon Durand
international conference on acoustics, speech, and signal processing,Bertrand David
international conference on acoustics, speech, and signal processing,Gaël Richard
NeuroImage,Xiaoping Xie
NeuroImage,Zhitong Cao
NeuroImage,Xuchu Weng
BioSystems,Himanshu Manchanda
BioSystems,Nora Seidel
BioSystems,Andi Krumbholz
BioSystems,Andreas Sauerbrei
BioSystems,Michaela Schmidtke
BioSystems,Reinhard Guthke
computer vision and pattern recognition,Pavan K. Turaga
computer vision and pattern recognition,Ashok Veeraraghavan
computer vision and pattern recognition,Rama Chellappa
smart card research and advanced application conference,Michel Dawirs
smart card research and advanced application conference,Joan Daemen
IEEE Transactions on Very Large Scale Integration Systems,Manish Verma
IEEE Transactions on Very Large Scale Integration Systems,Peter Marwedel
vlsi test symposium,Yu-Jen Huang
vlsi test symposium,Jin-Fu Li
vlsi test symposium,Ji-Jan Chen
vlsi test symposium,Ding-Ming Kwai
vlsi test symposium,Yung-Fa Chou
vlsi test symposium,Cheng-Wen Wu
IEEE Transactions on Parallel and Distributed Systems,Shi-Jinn Horng
IEEE Transactions on Parallel and Distributed Systems,Horng-Ren Tsai
IEEE Transactions on Parallel and Distributed Systems,Yi Pan
IEEE Transactions on Parallel and Distributed Systems,Jennifer Seitzer
conference of the international speech communication association,Daniel Kohlsdorf
conference of the international speech communication association,Denise L. Herzing
conference of the international speech communication association,Thad Starner
SIAM Journal on Computing,Abhishek Bhowmick
SIAM Journal on Computing,Zeev Dvir
SIAM Journal on Computing,Shachar Lovett
Lecture Notes in Computer Science,Harry Zhang
Lecture Notes in Computer Science,Charles X. Ling
Ingénierie Des Systèmes D'information,Franz Lehner
Ingénierie Des Systèmes D'information,Beate Siegel
Information Processing and Management,Seda Ozmutlu
personal, indoor and mobile radio communications,Juan Carlos Vélez Rendón
personal, indoor and mobile radio communications,Fernando Casadevall
personal, indoor and mobile radio communications,Jordi Bayona i Carrasco
international symposium on computers and communications,Chan Kim
international symposium on computers and communications,Tae-Whan Yoo
international symposium on computers and communications,Yool Kwon
international symposium on computers and communications,Bong-Tae Kim
international conference on computer design,Indradeep Ghosh
international conference on computer design,Anand Raghunathan
international conference on computer design,Niraj K. Jha
arXiv: Social and Information Networks,Nesreen K. Ahmed
arXiv: Social and Information Networks,Jennifer Neville
arXiv: Social and Information Networks,Ramana Rao Kompella
International Journal of E-entrepreneurship and Innovation,Yahya M. Tashtoush
International Journal of E-entrepreneurship and Innovation,Derar Darwish
International Journal of E-entrepreneurship and Innovation,Motasim Albdarneh
International Journal of E-entrepreneurship and Innovation,Izzat M. Alsmadi
International Journal of E-entrepreneurship and Innovation,Khalid Alkhatib
conference of the international speech communication association,Pongtep Angkititrakul
conference of the international speech communication association,John H. L. Hansen
nature and biologically inspired computing,Masahiro Abuku
nature and biologically inspired computing,Tadahiro Azetsu
nature and biologically inspired computing,Eiji Uchino
nature and biologically inspired computing,Noriaki Suetake
IEEE Journal of Selected Topics in Signal Processing,Brian Stancil
IEEE Journal of Selected Topics in Signal Processing,Cha Zhang
IEEE Journal of Selected Topics in Signal Processing,Tsuhan Chen
A Quarterly Journal of Operations Research,Frank Beekmann
A Quarterly Journal of Operations Research,Peter Stemper
international symposium on information theory,Ximing Fu
international symposium on information theory,Zhiqing Xiao
international symposium on information theory,Shenghao Yang
Computers & Industrial Engineering,Yu-Cheng Lee
Computers & Industrial Engineering,Liang-Chyau Sheu
Computers & Industrial Engineering,Yuan-Gan Tsou
international symposium on circuits and systems,C. Dre
international symposium on circuits and systems,Anna Tatsaki
international symposium on circuits and systems,T. Steuraitis
international symposium on circuits and systems,Constantinos E. Goutis
International Journal of Internet Protocol Technology,Meijian Li
International Journal of Internet Protocol Technology,Yongjun Wang
International Journal of Internet Protocol Technology,Shangjie Jin
International Journal of Internet Protocol Technology,Peidai Xie
international solid-state circuits conference,André L. Aita
international solid-state circuits conference,Michiel A. P. Pertijs
international solid-state circuits conference,Kofi A. A. Makinwa
international solid-state circuits conference,Johan H. Huijsing
balkan conference in informatics,Olga Kanishcheva
balkan conference in informatics,Galia Angelova
Journal of Combinatorial Theory,Daniel Moskovich
Journal of Combinatorial Theory,Tomotada Ohtsuki
IEEE Journal of Selected Topics in Signal Processing,Qiang Li
IEEE Journal of Selected Topics in Signal Processing,Wing-Kin Ma
IEEE Journal of Selected Topics in Signal Processing,Dong Han
Journal of Sensors,Kai Zheng
Journal of Sensors,Qing Hu
Journal of Sensors,Jingbo Zhang
neural information processing systems,Crystal Maung
neural information processing systems,Haim Schweitzer
international symposium on quality electronic design,Sandeep Koranne
automated software engineering,Nguyen Tran Sy
automated software engineering,Yves Deville
IEEE Signal Processing Letters,Chengshi Zheng
IEEE Signal Processing Letters,Hefei Yang
IEEE Signal Processing Letters,Xiaodong Li
IEEE Transactions on Computers,Stef Graillat
IEEE Transactions on Neural Networks,Jason R. Stack
IEEE Transactions on Neural Networks,Gerald J. Dobeck
IEEE Transactions on Neural Networks,Xuejun Liao
IEEE Transactions on Neural Networks,Lawrence Carin
advances in social networks analysis and mining,Nico Schlitter
advances in social networks analysis and mining,Tanja Falkowski
international symposium on circuits and systems,Sadiq M. Sait
international symposium on circuits and systems,Mustafa I. Ali
international symposium on circuits and systems,Ali Mustafa Zaidi
Journal of Computational Physics,Carlos Pantano
Journal of Computational Physics,Ralf Deiterding
Journal of Computational Physics,D. J. Hill
Journal of Computational Physics,D. I. Pullin
computer supported cooperative work in design,Yiduo Mei
computer supported cooperative work in design,Shangyuan Guan
computer supported cooperative work in design,Xiaoshe Dong
computer supported cooperative work in design,Siyuan Ma
computer supported cooperative work in design,Zhao Wang
computational intelligence for modelling, control and automation,XiaoLin Long
computational intelligence for modelling, control and automation,Jingping Jiang
north american chapter of the association for computational linguistics,Luke Shrimpton
north american chapter of the association for computational linguistics,Victor Lavrenko
north american chapter of the association for computational linguistics,Miles Osborne
advances in geographic information systems,Seyed Jalal Kazemitabar
advances in geographic information systems,Farnoush Banaei-Kashani
advances in geographic information systems,Seyed Jalil Kazemitabar
advances in geographic information systems,Dennis McLeod
Neurocomputing,Chengming Yang
Neurocomputing,Jian Hou
Intelligent Automation and Soft Computing,F.G. Pin
Intelligent Automation and Soft Computing,Yutaka Watanabe
IEICE Transactions on Communications,Mitoshi Fujimoto
IEICE Transactions on Communications,Haiyan Zhao
IEICE Transactions on Communications,Toshikazu Hori
Concurrency and Computation: Practice and Experience,David A. Bader
Concurrency and Computation: Practice and Experience,Srinivas Aluru
Journal of Combinatorial Optimization,Yijie Han
international geoscience and remote sensing symposium,Ishikawa Yoshihisa
international geoscience and remote sensing symposium,Takeshi Manabe
international geoscience and remote sensing symposium,Satoshi Ochiai
international geoscience and remote sensing symposium,Harunobu Masuko
international geoscience and remote sensing symposium,T. Yamagami
international geoscience and remote sensing symposium,Yoshitaka Saito
international geoscience and remote sensing symposium,Naoki Izutsu
international geoscience and remote sensing symposium,T. Kawasaki
international geoscience and remote sensing symposium,Michiyoshi Namiki
international geoscience and remote sensing symposium,Kaoru Sato
international geoscience and remote sensing symposium,Isao Murata
advanced information networking and applications,Muhammad Younas
advanced information networking and applications,Soraya Kouadri Mostéfaoui
international test conference,Kenneth D. Wagner
international test conference,Thomas W. Williams
personal, indoor and mobile radio communications,Tomoya Ohta
personal, indoor and mobile radio communications,Satoshi Denno
personal, indoor and mobile radio communications,Masahiro Morikura
arXiv: Performance,Christian Tanguy
world summit on the knowledge society,Ana Karoline Araújo de Castro
world summit on the knowledge society,Plácido Rogério Pinheiro
world summit on the knowledge society,Mirian Calíope Dantas Pinheiro
Computers & Operations Research,Yang Woo Shin
Computers & Operations Research,Dug Hee Moon
robot soccer world cup,Erio Grillo
robot soccer world cup,Matteo Matteucci
robot soccer world cup,Domenico G. Sorrenti
international symposium on circuits and systems,Wallace Alves Martins
international symposium on circuits and systems,Paulo S. R. Diniz
Computers in Education,Aysen Gurcan Namlu
Computers in Education,Hatice Ferhan Odabaşı
arXiv: Optimization and Control,I. Safak Bayram
arXiv: Optimization and Control,Muhammad Zeeshan Shakir
arXiv: Optimization and Control,Mohamed M. Abdallah 0001
arXiv: Optimization and Control,Khalid A. Qaraqe
Computers & Operations Research,Fabien Marzolf
Computers & Operations Research,Martin Trépanier
Computers & Operations Research,André Langevin
IEEE\/ACM Transactions on Networking,Kalyan Kuppuswamy
IEEE\/ACM Transactions on Networking,Daniel Chonghwan Lee
custom integrated circuits conference,Peter M. Asbeck
custom integrated circuits conference,Lawrence E. Larson
custom integrated circuits conference,Donald F. Kimball
custom integrated circuits conference,James F. Buckwalter
advances in computer-human interaction,Franck Poirier
advances in computer-human interaction,Hamed H. Sad
Journal of the American Medical Informatics Association,William M. Tierney
Journal of the American Medical Informatics Association,John E. Sidle
Journal of the American Medical Informatics Association,Lameck Diero
Journal of the American Medical Informatics Association,Allan Sudoi
Journal of the American Medical Informatics Association,Jepchirchir Kiplagat
Journal of the American Medical Informatics Association,Stephen Macharia
Journal of the American Medical Informatics Association,Changyu Shen
Journal of the American Medical Informatics Association,Ada Yeung
Journal of the American Medical Informatics Association,Martin C. Were
Journal of the American Medical Informatics Association,James E. Slaven
Journal of the American Medical Informatics Association,Kara Wools-Kaloustian
IEEE Transactions on Information Theory,Vasilios M. Kapinas
IEEE Transactions on Information Theory,Sotirios K. Mihos
IEEE Transactions on Information Theory,George K. Karagiannidis
computer music modeling and retrieval,Jiuqiang Tang
computer music modeling and retrieval,Roger B. Dannenberg
signal processing systems,Tuba Ayhan
signal processing systems,Tom Redant
signal processing systems,Marian Verhelst
signal processing systems,Wim Dehaene
international conference on networks,Wenping Chen
international conference on networks,Xiaofeng Meng
arXiv: Social and Information Networks,Brian Baingana
arXiv: Social and Information Networks,Gonzalo Mateos
arXiv: Social and Information Networks,Georgios B. Giannakis
Computer Animation and Virtual Worlds,Der-Lor Way
Computer Animation and Virtual Worlds,Cheng-Han Hsieh
Computer-aided Design,Hyun Soo Kim
Computer-aided Design,Han Kyun Choi
Computer-aided Design,Kwan H. Lee
international conference on the theory and application of cryptology and information security,Martin R. Albrecht
international conference on the theory and application of cryptology and information security,Catalin Cocis
international conference on the theory and application of cryptology and information security,Fabien Laguillaumie
international conference on the theory and application of cryptology and information security,Adeline Langlois
Pattern Recognition Letters,Maria De Marsico
Pattern Recognition Letters,Michele Nappi
Pattern Recognition Letters,Daniel Riccio
human factors in computing systems,Eric Paulos
human factors in computing systems,Tom Jenkins
international test conference,Yichuan Lu
international test conference,Kiruba S. Subramani
international test conference,He Huang
international test conference,Nathan Kupp
international test conference,Ke Huang
international test conference,Yiorgos Makris
extending database technology,Ying Yang
extending database technology,Oliver Kennedy
the european symposium on artificial neural networks,Guillaume Bernard
the european symposium on artificial neural networks,Michel Verleysen
the european symposium on artificial neural networks,John Aldo Lee
International Journal of Mobile Communications,Tao Zhou
International Journal of Mobile Communications,Hongxiu Li
International Journal of Mobile Communications,Yong Liu
IEEE Transactions on Communications,Lein Harn
IEEE Transactions on Communications,Hung-Yu Lin
soft computing,Pengfei Wang
soft computing,Zhihui Wei
soft computing,Liang Xiao
Programming and Computer Software,Rimma I. Podlovchenko
european conference on object-oriented programming,Aleksandar S. Dimovski
european conference on object-oriented programming,Claus Brabrand
european conference on object-oriented programming,Andrzej Wasowski
international symposium on circuits and systems,Shuenn-Yuh Lee
international symposium on circuits and systems,Shyh-Chyang Lee
international symposium on circuits and systems,Jia-Jin Jason Chen
vehicular technology conference,Nejib Boubaker
vehicular technology conference,Khaled Ben Letaief
ACM Sigsoft Software Engineering Notes,Dennis Heimbigner
ACM Sigsoft Software Engineering Notes,Alexander L. Wolf
Computational and Mathematical Methods in Medicine,Liansheng Larry Tang
Computational and Mathematical Methods in Medicine,Michael S. Caudy
Computational and Mathematical Methods in Medicine,Faye S. Taxman
Software Quality Journal,Juan Jose Cuadrado-Gallego
Software Quality Journal,Luis Fernández-Sanz
Software Quality Journal,Miguel-Angel Sicilia
ACM Transactions on Graphics,Ben Jones
ACM Transactions on Graphics,Stephen Ward
ACM Transactions on Graphics,Ashok Jallepalli
ACM Transactions on Graphics,Joseph Perenia
ACM Transactions on Graphics,Adam W. Bargteil
the florida ai research society,Romuald Debruyne
the florida ai research society,Gérard Ferrand
the florida ai research society,Narendra Jussien
the florida ai research society,Willy Lesaint
the florida ai research society,Samir Ouis
the florida ai research society,Alexandre Tessier
foundations of computer science,Peyman Mohammadi
foundations of computer science,Abdolreza Hatamlou
foundations of computer science,Mohammad Masdari
meeting of the association for computational linguistics,Koen Deschacht
